"ID","NOMBRE_EMP","NOMBRE_FAE","REGIÓN_IN","PROVINCIA","COMUNA_INS","NOMBRE_INS","TIPO_INSTA","RECOBRERSO","UTM_NORTE","UTM_ESTE","LATITUD","LONGITUD","ESTADO_INS","METODO_CONS","NEAR_DIST","VOL_AUTORIZADO","VOL_ACTUAL","TOS/IUTORIZADO","TOS/ICTUAL","RES_APRUEBA","RES_PDC_APRUEBA","RES_PDC_FECHA","RES_APRUEBA_FECHA"
"392","SOC. AGUIRRE MOYANO LTDA.","FAENA EL MAITEN","IV","CHOAPA","ILLAPEL","PONIENTE","TRANQUE DE RELAVE","ORO","6494568.32","286424.34","-31.6643","-71.2527","INACTIVO","EJE CENTRAL","9073.5628867788","15953","0","23930","0","2989","S/I","S/I","12/30/2002"
"393","SOCIEDAD DOÑA TERESA SERVICIOS SpA","MASTER( EX YABU)","IV","LIMARI","COMBARBALA","MASTER 1 (EX YABU 1)","TRANQUE DE RELAVE","COBRE-ORO","6549909.19","308176.97","-31.1691","-71.0127","INACTIVO","AGUAS ARRIBA","1188.9431458788","114110","0","171165","0","551","S/I","S/I","5/9/1989"
"394","CIA. MINERA SAN GERONIMO","SAN GERONIMO","IV","ELQUI","VICUÑA","SOCORRO 6","TRANQUE DE RELAVE","COBRE","6692375.14","317116.26","-29.8857","-70.8939","INACTIVO","AGUAS ABAJO","24259.677318585","1669765","2533571","2584340","3800357","2169","1530","5/15/2015","10/6/2004"
"395","CIA. MINERA SAN GERONIMO","SAN GERONIMO","IV","ELQUI","VICUÑA","HUMO CORRAL","TRANQUE DE RELAVE","COBRE","6691324.25","311072.14","-29.8943","-70.9566","ACTIVO","AGUAS ABAJO","28220.117693495","11733334","7007800","17600000","  14,678,564 ","916","1530","5/15/2015","10/13/2010"
"396","MINERA DON ALBERTO","FAENA LAS VACAS","IV","CHOAPA","LOS VILOS","LAS VACAS 1","TRANQUE DE RELAVE","ORO","6471847.17","280570.99","-31.8680","-71.3195","INACTIVO","AGUAS ABAJO","18191.36583386","262500","0","380625","0","652","S/I","S/I","8/28/1995"
"397","MINERA DON ALBERTO","FAENA LAS VACAS","IV","CHOAPA","LOS VILOS","LAS VACAS SUR","EMBALSE","COBRE","6471275.63","280491.43","-31.8732","-71.3205","ACTIVO","EMBALSE","17952.03668357","557432","438996","836148","  821,702 ","1848","S/I","S/I","5/31/2012"
"398","SLM TESORO I DE LA HIGUERA","FAENA TESORO","IV","ELQUI","LA HIGUERA","TESORO 1-2-3","TRANQUE DE RELAVE","COBRE","6750164.00","299488.65","-29.3617","-71.0656","INACTIVO","AGUAS ARRIBA","21282.625776959","51206","0","76809","0","S/I","1292","5/3/2002","S/I"
"399","SOC. MINERA CALIFORNIA (VICTOR NAZER)","FAENA NUEVA CALIFORNIA","IV","CHOAPA","ILLAPEL","TRANQUE DE RELAVES 2","TRANQUE DE RELAVE","COBRE","6505582.97","300618.46","-31.5675","-71.1008","INACTIVO","S/I","9306.791405553","84300","0","126450","0","S/I","S/I","S/I","S/I"
"400","CIA. MINERA ARENILLAS (BELTRAN AMENABAR)","FAENAS MINERA ARENILLAS","IV","ELQUI","ANDACOLLO","NUEVO TRANQUE DE RELAVES  DE LA PLANTA ARENILLAS","TRANQUE DE RELAVE","ORO","6657006.78","299048.38","-30.2018","-71.0875","INACTIVO","AGUAS ARRIBA","5924.5759420298","172651","119916","258976","179874","224","S/I","S/I","2/23/2007"
"401","SOC. DABED POZO (RENE SOLIS)","SOC. DABED POZA LTDA.","IV","CHOAPA","ILLAPEL","SAN JORGE 1-2-3","TRANQUE DE RELAVE","COBRE","6498128.79","294856.55","-31.6337","-71.1631","INACTIVO","S/I","418.02505852903","43670","0","63321","0","215","964","XX-XX-XXXX","2/12/1988"
"402","CIA. MINERA DEL PACIFICO","FAENAS EL ROMERAL","IV","ELQUI","LA SERENA","EL ROMERAL","EMBALSE","HIERRO","6709537.45","284981.64","-29.7257","-71.2230","INACTIVO","EMBALSE","19895.958990279","7700000","0","11550000","0","833","1879","10/5/2009","11/28/1994"
"403","SINDICATO DE TRABAJADORES INDEPENDIENTES PIRQUINEROS NUEVA ESPERANZA DE LA COMUNA DE CANELA","PLANTA CANELA","IV","CHOAPA","CANELA","EMBALSE RELAVE CANELA","EMBALSE","ORO","6525915.45","283026.09","-31.3811","-71.2816","INACTIVO","EMBALSE","S/I","S/I","S/I","4800","S/I","37","S/I","S/I","08-01-2018"
"404","HERMAN CORTES (EX MIRIAM CORREA)","PLANTA MIRIAM","IV","CHOAPA","CANELA","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6524165.03","268128.48","-31.3940","-71.4386","INACTIVO","AGUAS ABAJO","1786.5100827962","4982","0","7473","0","S/I","S/I","S/I","S/I"
"405","SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.","FAENA TAMBILLOS","IV","ELQUI","COQUIMBO","AMPLIACION TRANQUE DE RELAVES 4","TRANQUE DE RELAVE","COBRE","6656749.81","284133.37","-30.2016","-71.2424","INACTIVO","S/I","15329.585021536","250800","0","376200","0","415","S/I","S/I","2/24/2011"
"406","SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.","FAENA TAMBILLOS","IV","ELQUI","COQUIMBO","EMBALSE DE RELAVES","EMBALSE","COBRE","6657148.56","284166.88","-30.1980","-71.2420","ACTIVO","EMBALSE","15449.6500675","930829","1294734","1396244","1942102","3511","S/I","S/I","10/4/2012"
"407","SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.","FAENA TAMBILLOS","IV","ELQUI","COQUIMBO","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","ORO-COBRE","6657076.55","283920.52","-30.1986","-71.2446","INACTIVO","AGUAS ARRIBA","15649.209246951","288000","0","432000","0","S/I","S/I","S/I","S/I"
"408","SERVICIOS Y OPERACIONES MINERAS DEL NORTE S.A.","FAENA TAMBILLOS","IV","ELQUI","COQUIMBO","TRANQUE DE RELAVE 3","TRANQUE DE RELAVE","COBRE","6656744.78","284014.16","-30.2016","-71.2437","INACTIVO","S/I","15438.69189525","171114","0","256671","0","184","S/I","S/I","9/10/2002"
"409","MINERA LOS PELAMBRES","FAENA LOS PELAMBRES","IV","CHOAPA","SALAMANCA","LOS QUILLAYES","TRANQUE DE RELAVE","COBRE","6475715.94","348108.32","-31.8442","-70.6053","ACTIVO","S/I","35013.71053865","259890073","261469532","396000000","  395,170,705 ","3331","1603","6/15/2015","10/17/2003"
"410","MINERA LOS PELAMBRES","FAENA LOS PELAMBRES","IV","CHOAPA","LOS VILOS","EL MAURO","TRANQUE DE RELAVE","COBRE-MOLIBDENO","6462098.62","307990.09","-31.9609","-71.0318","ACTIVO","S/I","21095.713885797","1133333333","446868526","1700000000","  829,426,063 ","2623","1603","6/15/2015","12/29/2004"
"411","JUAN ANDRES BAZAN GARMENDIA","PLANTA VARIOLA","IV","LIMARI","MONTE PATRIA","RELAVE","TRANQUE DE RELAVE","COBRE","6579471.64","313908.06","-30.9035","-70.9472","ABANDONADO","S/I","22919.479392987","74360","0","111540","0","S/I","S/I","S/I","S/I"
"412","OSCAR CUEVAS CONTRERAS","LOS MAQUIS DE RANGUE (EX PLANTA ACULEO)","RM","MAIPO","PAINE","TRANQUE DE RELAVE","TRANQUE DE RELAVE","ORO","6252731.87","318761.67","-33.8502","-70.9590","ABANDONADO","S/I","21077.647806707","23367","0","35050","0","832","S/I","S/I","9/7/1987"
"413","CODELCO","EL TENIENTE","RM","MELIPILLA","ALHUE","CAREN","EMBALSE","COBRE-MOLIBDENO","6223270.92","302670.76","-34.1128","-71.1395","ACTIVO","EMBALSE","9602.1338881654","2192000000","923273585","  3,288,000,000 ","  1,575,008,728 ","351","1485","5/2/2015","3/10/2014"
"414","MINERA FLORIDA LTDA.","ALHUE","RM","MELIPILLA","ALHUE","TRANQUE DE RELAVE ADOSADO","TRANQUE DE RELAVE","ORO-ZINC","6231276.17","312369.91","-34.0424","-71.0326","INACTIVO","S/I","6215.4205316448","4066667","3563057","8100000","  7,090,484 ","2159","1232","6/25/2009","10/13/2005"
"415","ANGLO AMERICAN SUR S.A.","LOS BRONCES","RM","CHACABUCO","COLINA","LAS TORTOLAS","TRANQUE DE RELAVE","COBRE","6333378.88","338302.29","-33.1263","-70.7333","ACTIVO","AGUAS ABAJO","10312.955304513","689655172","466953934","  1,000,000,000 ","  873,429,534 ","2420","855","9/28/2010","9/29/2015"
"416","SLM UNO DE TALINAY","PLANTA LA CABRA Y TALINAY","IV","LIMARI","OVALLE","LA CABRA Y TALINAY","TRANQUE DE RELAVE","COBRE","6576698.76","243863.56","-30.9154","-71.6802","ACTIVO","AGUAS ARRIBA","41665.123507743","108353","0","162529","0","822","S/I","S/I","8/30/1989"
"417","ENAMI","PLANTA OVALLE","IV","LIMARI","OVALLE","TRANQUE 1","TRANQUE DE RELAVE","COBRE-ORO","6618360.85","291317.91","-30.5490","-71.1755","INACTIVO","S/I","26527.529480829","41512","0","62268","0","S/I","3149","12/18/2015","S/I"
"418","GERARD FINDEL FINDEL","PLANTA EL INCIENSO","IV","LIMARI","OVALLE","EL INCIENSO 1","TRANQUE DE RELAVE","COBRE","6627466.19","291956.16","-30.4670","-71.1670","INACTIVO","EJE CENTRAL","24512.340171236","12700","0","19050","0","S/I","S/I","S/I","S/I"
"419","HUMBERTO RIVERA C.","DESCONOCIDO","IV","LIMARI","OVALLE","BARRAZA","TRANQUE DE RELAVE","COBRE","6600572.80","259886.36","-30.7035","-71.5071","INACTIVO","S/I","28009.360984815","19800","0","29700","0","1468","S/I","S/I","10/27/1993"
"420","WALDO FERREL OJAVO","PLANTA PUNITAQUI","IV","LIMARI","PUNITAQUI","PUNITAQUI 2","TRANQUE DE RELAVE","ORO","6586009.20","284856.43","-30.8396","-71.2496","INACTIVO","AGUAS ARRIBA","987.12306622905","5198","0","7797","0","1042","S/I","S/I","10/30/1987"
"421","JUAN SALINAS","PLANTA EL HUILMO (EX SALINAS)","IV","LIMARI","COMBARBALA","EL HUILMO 2 (EX SALINAS 2)","TRANQUE DE RELAVE","ORO","6581308.02","294663.02","-30.8837","-71.1480","INACTIVO","AGUAS ARRIBA","11749.538436939","8000","0","11600","0","1118","S/I","S/I","11/16/1987"
"422","CIA. MINERA DEL PACIFICO","FAENAS EL ROMERAL","IV","ELQUI","LA SERENA","EL TRIGO","EMBALSE","HIERRO","6705742.13","283700.70","-29.7597","-71.2370","ACTIVO","EMBALSE","16011.254960721","29333333","12777387","44000000","  29,198,724 ","1583","1879","10/5/2009","7/8/2004"
"423","CIA. MINERA SAN GERONIMO","SAN GERONIMO","IV","ELQUI","VICUÑA","LA HIGUERA","TRANQUE DE RELAVE","ORO","6692048.48","317187.99","-29.8886","-70.8932","INACTIVO","S/I","23986.978281998","415450","0","623175","0","621","1530","5/15/2015","2/20/2002"
"424","GERARDO FINDEL W.","PLANTA CONTACTO","IV","ELQUI","PAIGUANO","CONTACTO","TRANQUE DE RELAVE","COBRE","6681396.57","351256.84","-29.9893","-70.5420","INACTIVO","AGUAS ARRIBA","17119.556031217","125700","0","188500","0","227","S/I","S/I","7/22/1985"
"425","R. MARTÍN J. (SLM EL INCA)","PLANTA EL ALMENDRAL","IV","ELQUI","VICUÑA","ALMENDRAL 1-2-3","EMBALSE","COBRE","6681597.33","316336.15","-29.9828","-70.9038","INACTIVO","EMBALSE","19497.459133517","9000","0","13500","0","1359","S/I","S/I","12/2/1982"
"426","ENAMI","PLANTA MATTA","III","COPIAPO","COPIAPO","TRANQUE DE RELAVE 1","TRANQUE DE RELAVE","COBRE","6967643.36","376192.14","-27.4090","-70.2524","INACTIVO","S/I","7847.0101827626","138935","0","208402","0","S/I","2649","10/22/2015","S/I"
"427","ENAMI","PLANTA MATTA","III","COPIAPO","COPIAPO","TRANQUE DE RELAVE 2","TRANQUE DE RELAVE","COBRE","6967432.22","376022.28","-27.4109","-70.2541","INACTIVO","S/I","7612.8987223713","3810667","0","5716000","0","S/I","2649","10/22/2015","S/I"
"428","MINERA LUMINA COPPER CHILE LTDA.","CASERONES","III","COPIAPO","TIERRA AMARILLA","LAMAS LA BREA","EMBALSE","COBRE","6888496.43","438987.07","-28.1277","-69.6213","ACTIVO","EMBALSE","95906.034187363","318400000","63146964","  477,600,000 ","  164,768,840 ","542","306","2/6/2012","3/6/2017"
"429","MIGRIN S.A.","PLANTA SAN SEBASTIAN","V","SAN ANTONIO","CARTAGENA","SAN SEBASTIAN","TRANQUE DE RELAVE","CARBONATO DE CALCIO","6287601.81","259822.19","-33.5242","-71.5861","INACTIVO","S/I","38646.913387092","64350","0","96525","0","3041","400","5/11/2010","8/26/2003"
"430","CIA. MINERA CAN-CAN","BRONCE DE PETORCA","V","PETORCA","PETORCA","TERRAZAS 1","TRANQUE DE RELAVE","ORO","6432707.56","315230.15","-32.2271","-70.9608","INACTIVO","S/I","3755.8401165295","570000","0","855000","0","442","S/I","S/I","2/10/1999"
"431","SOC. EXPLORACION Y DESARROLLO MINERO (EXPLODESA)","ENCON","V","SAN FELIPE","SAN FELIPE","ENCON","TRANQUE DE RELAVE","COBRE","6376486.72","337506.56","-32.7375","-70.7342","ABANDONADO","S/I","1743.8393696968","30000","0","45000","0","S/I","S/I","S/I","S/I"
"432","MINERA LINDEROS","FAENA LINDEROS","IV","ELQUI","VICUÑA","LINDEROS (EX DON GUILLERMO)","TRANQUE DE RELAVE","COBRE-ORO","6682267.92","307479.76","-29.9754","-70.9954","INACTIVO","AGUAS ARRIBA","25697.545133284","270300","0","391935","0","S/I","1009","4/13/2015","S/I"
"433","OMINT SPA","PLANTA ZEBALLOS","IV","ELQUI","VICUÑA","TALCUNA 1-2-3","TRANQUE DE RELAVE","COBRE-ORO","6692500.67","318203.27","-29.8847","-70.8826","INACTIVO","AGUAS ARRIBA","23557.096437782","1615200","0","2422800","0","S/I","S/I","S/I","S/I"
"434","CODELCO","SALVADOR","III","CHAÑARAL","DIEGO DE ALMAGRO","DEPOSITO RELAVES FILTRADOS 2","FILTRADO","COBRE-MOLIBDENO","7076878.48","451064.38","-26.4275","-69.4908","EN CONSTRUCCION","S/I","57140.589674572","1400000","0","  2,800,000 ","  311,917 ","910","S/I","S/I","4/5/2019"
"435","CIA. MINERA DELIRIO EIRL (JOSE ALVAREZ)","FAENA LAS ROJAS","IV","ELQUI","LA SERENA","TRANQUE DE ARENAS 1-2","TRANQUE DE RELAVE","COBRE","6681552.99","301834.60","-29.9809","-71.0540","ACTIVO","EJE CENTRAL","20636.935856856","172651","108171","  258,976 ","  168,226 ","1094","70","1/9/2006","11/14/1989"
"436","CMC SALI HOCHSCHILD S.A.","BODEGA ALTO","III","COPIAPO","COPIAPO","BODEGA ALTO ","TRANQUE DE RELAVE","COBRE-ORO","6973769.01","364521.22","-27.3526","-70.3697","INACTIVO","S/I","3466.3698264014","515600","0","773398","0","S/I","S/I","S/I","S/I"
"437","CIA. MINERA HUASCO","PLANTA RIO HUASCO","III","COPIAPO","CALDERA","RIO HUASCO","TRANQUE DE RELAVE","COBRE-ORO","7008911.42","319909.29","-27.0303","-70.8155","INACTIVO","S/I","4157.1833240704","435735","0","653602","0","S/I","S/I","S/I","S/I"
"438","SOC. EXPLODESA DOS AMIGOS (EX MINERA DOMEYKO)","PLANTA DOMEYKO","III","HUASCO","VALLENAR","DOMEYKO 2","TRANQUE DE RELAVE","ORO-COBRE-PLATA","6795387.18","316129.73","-28.9563","-70.8868","INACTIVO","S/I","43923.175078848","112484","0","168726","0","241","S/I","S/I","2/28/1984"
"439","HERNAN SOLIS","PLANTA SOLIS","III","HUASCO","VALLENAR","SOLIS 2","TRANQUE DE RELAVE","ORO","6840374.93","327580.21","-28.5520","-70.7625","ABANDONADO","AGUAS ARRIBA","2586.97765907","8600","0","12900","0","S/I","S/I","S/I","S/I"
"440","ENAMI","EL SALADO","III","CHAÑARAL","CHAÑARAL","EL SALADO","TRANQUE DE RELAVE","COBRE-ORO","7077630.63","367012.24","-26.4153","-70.3335","INACTIVO","S/I","28723.737850983","300000","0","450000","0","163","1780","9/16/2009","3/1/1990"
"441","J. FONSECA","DESCONOCIDO","III","CHAÑARAL","DIEGO DE ALMAGRO","DESCONOCIDO","TRANQUE DE RELAVE","ORO-COBRE","7040316.00","409668.00","-26.7556","-69.9085","ABANDONADO","S/I","42748.03448699","1200","0","1800","0","S/I","S/I","S/I","S/I"
"442","SMC GONZALEZ Y CIA.","PLANTA EMA","IV","ELQUI","ANDACOLLO","EMA 2","TRANQUE DE RELAVE","ORO-COBRE","6652326.94","299243.98","-30.2441","-71.0864","INACTIVO","AGUAS ARRIBA","1478.7862882603","37500","0","56250","0","207","S/I","S/I","2/7/1986"
"443","MAURICIO ALBURQUENQUE NUÑEZ","SANTA TERESITA","IV","ELQUI","ANDACOLLO","SANTA TERESITA 1","TRANQUE DE RELAVE","ORO-COBRE","6654185.83","301326.83","-30.2277","-71.0644","INACTIVO","AGUAS ARRIBA","4245.5222737473","100800","0","151200","0","188","S/I","S/I","2/4/1986"
"444","MARTIN HERNANDEZ","PLANTA HERNANDEZ","III","CHAÑARAL","DIEGO DE ALMAGRO","TRANQUE DE RELAVE","TRANQUE DE RELAVE","COBRE","7040283.20","409289.52","-26.7558","-69.9123","ABANDONADO","S/I","42680.451519706","8047","0","12071","0","568","S/I","S/I","6/2/1986"
"445","EDUARDO PAREDES MARTINEZ","PLANTA OMEGA","III","CHAÑARAL","DIEGO DE ALMAGRO","OMEGA 1","TRANQUE DE RELAVE","ORO","7041043.50","409185.23","-26.7490","-69.9133","ABANDONADO","AGUAS ARRIBA","41927.226035429","28000","0","42000","0","631","S/I","S/I","6/24/1986"
"446","MINERA ALOE","PLANTA DIEGO DE ALMAGRO","III","CHAÑARAL","DIEGO DE ALMAGRO","RIOSAL 1-2-3-4-5-6","TRANQUE DE RELAVE","COBRE-ORO","7079867.83","393776.86","-26.3974","-70.0650","INACTIVO","S/I","1977.8889924872","11240","0","16860","0","S/I","S/I","S/I","S/I"
"447","HECTOR CASTELLON","PLANTA CASTELLON","III","COPIAPO","COPIAPO","CASTELLON","TRANQUE DE RELAVE","ORO","6970052.56","367845.71","-27.3864","-70.3365","INACTIVO","S/I","2266.4779817407","20000","0","30000","0","S/I","S/I","S/I","S/I"
"448","CARLOS IRIBARREN","LUZ ELENA","III","COPIAPO","COPIAPO","FLORENCIA 2","EMBALSE","COBRE-ORO","6967943.30","366407.29","-27.4053","-70.3513","INACTIVO","EMBALSE","4546.4892258128","2800","0","4200","0","S/I","S/I","S/I","S/I"
"449","CIA. MINERA HORUS","PLANTA LA PEPA","III","COPIAPO","TIERRA AMARILLA","LA PEPA 1","TRANQUE DE RELAVE","COBRE","6984789.56","471299.82","-27.2595","-69.2899","INACTIVO","EJE CENTRAL","99510.344316128","290000","0","435000","0","1090","S/I","S/I","11/14/1989"
"450","CIA. MINERA HORUS","PLANTA LA PEPA","III","COPIAPO","TIERRA AMARILLA","LA PEPA 2","TRANQUE DE RELAVE","COBRE","6984865.76","471341.09","-27.2588","-69.2895","INACTIVO","EJE CENTRAL","99569.390422385","42768","0","64152","0","1090","S/I","S/I","11/14/1989"
"451","CEMIN","LOS PINGOS","IV","LIMARI","MONTE PATRIA","LOS PINGOS 1","TRANQUE DE RELAVE","COBRE","6575226.43","357056.05","-30.9478","-70.4964","INACTIVO","S/I","52189.684372227","346939","S/I","520408","S/I","2930","259","2/9/2016","10/29/2010"
"452","CEMIN S.C.M.","LOS PINGOS","IV","LIMARI","MONTE PATRIA","LOS PINGOS 2","TRANQUE DE RELAVE","COBRE","6575167.70","356940.16","-30.9483","-70.4977","ACTIVO","AGUAS ABAJO","52121.309472567","224489","0","336733","0","2930","259","2/9/2016","10/29/2010"
"453","CIA. MINERA SAN ESTEBAN","PLANTA SAN ESTEBAN","III","COPIAPO","COPIAPO","SAN ESTEBAN 2B","TRANQUE DE RELAVE","COBRE","6968987.59","370138.74","-27.3963","-70.3135","INACTIVO","EJE CENTRAL","4142.8669471054","245160","0","367740","0","573","S/I","S/I","6/2/1986"
"454","SOC. MINERA SAN MIGUEL ","FAENA SAN MIGUEL (EX-ANDACOLLO)","IV","ELQUI","ANDACOLLO","SAN MIGUEL 4 (EX-ANDACOLLO 4)","TRANQUE DE RELAVE","ORO","6653635.24","301081.08","-30.2326","-71.0671","INACTIVO","AGUAS ARRIBA","3683.4476316944","15360","0","23040","0","S/I","S/I","S/I","S/I"
"455","MINERA ARENILLAS","PLANTA PALMIRA","IV","ELQUI","ANDACOLLO","PALMIRA 1","TRANQUE DE RELAVE","ORO","6654474.00","299684.00","-30.2248","-71.0814","INACTIVO","AGUAS ARRIBA","3359.374380192","480000","0","720000","0","S/I","S/I","S/I","S/I"
"456","MINERA LAS CENIZAS S.A.","LAS CENIZAS TALTAL","II","ANTOFAGASTA","TALTAL","LAS LUCES 3","ESPESADO","COBRE","7159578.01","342239.95","-25.6731","-70.5719","ACTIVO","AGUAS ABAJO","74704.409833965","8266666","2887120","  12,400,000 ","  7,995,922 ","963","160","2/9/2009","8/6/2014"
"457","EDMUNDO ELISSETCHE","PLANTA EL CERRADO","V","PETORCA","CABILDO","EL CERRADO 1","TRANQUE DE RELAVE","COBRE-ORO","6391110.27","312589.74","-32.6017","-70.9971","INACTIVO","AGUAS ARRIBA","20253.420459708","600000","0","900000","0","S/I","S/I","S/I","S/I"
"458","BARRIO MINERO EL QUEMADO","PLANTA SAAVEDRA EL QUEMADO","V","PETORCA","CABILDO","EL QUEMADO ","TRANQUE DE RELAVE","ORO","6408685.65","310894.95","-32.4429","-71.0116","INACTIVO","S/I","5684.6618702977","91654","0","137481","0","1037","S/I","S/I","10/30/1987"
"459","MINERA LAS CENIZAS S.A.","LAS CENIZAS CABILDO","V","PETORCA","CABILDO","LAS CENIZAS 3","TRANQUE DE RELAVE","COBRE","6409480.33","304045.03","-32.4346","-71.0843","INACTIVO","EJE CENTRAL","1438.400429002","572000","0","858000","0","1041","1956","8/3/2015","10/11/1984"
"460","SOC. MINERA GAMA","PLANTA LOS MOLLES","V","PETORCA","LA LIGUA","LOS MOLLES 1","TRANQUE DE RELAVE","ORO-COBRE","6430861.50","266215.28","-32.2346","-71.4811","ABANDONADO","EJE CENTRAL","33553.929965624","9800","0","14700","0","552","S/I","S/I","5/31/1985"
"461","CIA. MINERA HIERRO VIEJO","PLANTA HIERRO VIEJO","V","PETORCA","PETORCA","HIERRO VIEJO 1","TRANQUE DE RELAVE","COBRE","6427005.43","310125.40","-32.2776","-71.0161","ABANDONADO","S/I","8102.9019912753","27000","0","40500","0","S/I","S/I","S/I","S/I"
"462","CIA. MINERA SANTA AMALIA","PLANTA CATEMU","V","SAN FELIPE","CATEMU","CATEMU 2","TRANQUE DE RELAVE","COBRE","6372127.02","313377.01","-32.7729","-70.9925","INACTIVO","AGUAS ABAJO","20068.014721714","944238","0","1416357","0","S/I","S/I","S/I","S/I"
"463","MINERA NUEVA PUDAHUEL","PLANTA LA AFRICANA","RM","SANTIAGO","PUDAHUEL","LA FARFANA","TRANQUE DE RELAVE","COBRE","6295742.45","331926.89","-33.4646","-70.8086","INACTIVO","S/I","15280.566933884","120721","0","181082","0","S/I","2362","10/7/2002","S/I"
"464","ANGLO AMERICAN SUR S.A.","LOS BRONCES","RM","SANTIAGO","LO BARNECHEA","PEREZ-CALDERA 2","TRANQUE DE RELAVE","COBRE","6323622.71","374858.93","-33.2191","-70.3429","INACTIVO","S/I","31237.816607994","30333333","0","  45,500,000 ","  48,365,379 ","310","855","9/28/2010","3/11/1992"
"465","SOC. CONTRACTUAL MINERA ALIANZA","PLANTA VIÑITA AZUL ","III","COPIAPO","COPIAPO","TRANQUE 1","TRANQUE DE RELAVE","ORO","6966782.78","369745.74","-27.4161","-70.3177","INACTIVO","AGUAS ARRIBA","5907.1905853401","4800","0","7200","0","521","S/I","S/I","5/19/1986"
"466","LUIS RAMIREZ VALLE","PLANTA LO AGUILA","RM","MELIPILLA","CURACAVI","LO AGUILA","TRANQUE DE RELAVE","ORO","6299815.50","300569.78","-33.4225","-71.1449","ABANDONADO","S/I","28559.546821177","14000","0","21000","0","717","S/I","S/I","8/7/1987"
"467","ALMA MINERALS (EX RECICLOMET)","PLANTA SAN FRANCISCO","RM","CHACABUCO","TILTIL","SAN FRANCISCO","EMBALSE","COBRE","6335311.72","320020.49","-33.1060","-70.9288","INACTIVO","EMBALSE","2355.5912829768","6335","0","9502","0","S/I","S/I","S/I","S/I"
"468","CODELCO","SALVADOR","III","CHAÑARAL","DIEGO DE ALMAGRO","POTRERILLOS","TRANQUE DE RELAVE","COBRE-MOLIBDENO","7075535.72","450839.48","-26.4396","-69.4931","INACTIVO","S/I","55508.529087465","49982900","0","74974350","0","S/I","2080","9/17/2015","S/I"
"469","CODELCO","SALVADOR","III","CHAÑARAL","DIEGO DE ALMAGRO","LOS AMARILLOS","PRETILES DE RELAVE","COBRE-MOLIBDENO","7098940.81","421585.77","-26.2270","-69.7850","INACTIVO","S/I","31772.601433092","2300000","0","2530000","0","S/I","2080","9/17/2015","S/I"
"470","HERNAN SOLIS","PLANTA SOLIS","III","HUASCO","VALLENAR","SOLIS 1","TRANQUE DE RELAVE","ORO","6840377.05","327551.39","-28.5520","-70.7628","ABANDONADO","AGUAS ARRIBA","2589.4044035659","2000","0","3000","0","S/I","S/I","S/I","S/I"
"471","EDMUNDO ELISSETCHE","PLANTA EL CERRADO","V","PETORCA","CABILDO","EL CERRADO 2","TRANQUE DE RELAVE","COBRE-ORO","6391337.81","312797.44","-32.5997","-70.9948","INACTIVO","EJE CENTRAL","20116.709382585","170000","0","255000","0","1493","S/I","S/I","10/15/1993"
"472","CODELCO","SALVADOR","III","CHAÑARAL","DIEGO DE ALMAGRO","EL GRINGO","TRANQUE DE RELAVE","COBRE-MOLIBDENO","7093522.79","439223.09","-26.2768","-69.6087","INACTIVO","S/I","45496.154171389","331096","0","496664","0","S/I","2080","9/17/2015","S/I"
"473","CODELCO","SALVADOR","III","CHAÑARAL","DIEGO DE ALMAGRO","SALVADOR","TRANQUE DE RELAVE","COBRE-MOLIBDENO","7093312.45","439126.26","-26.2787","-69.6097","INACTIVO","S/I","45344.290131242","28730","0","43095","0","S/I","2080","9/17/2015","S/I"
"474","CODELCO","EL TENIENTE","VI","CACHAPOAL","MACHALI","BARAHONA 2","TRANQUE DE RELAVE","COBRE-MOLIBDENO","6228066.71","361088.02","-34.0790","-70.5056","INACTIVO","AGUAS ARRIBA","24286.019541365","34600000","0","51900000","0","998","1485","5/2/2015","x-x-2012"
"475","CIA. CONTRACTUAL MINERA CANDELARIA","PLANTA SAN ESTEBAN","III","COPIAPO","TIERRA AMARILLA","SAN ESTEBAN 1 PRINCIPAL","TRANQUE DE RELAVE","COBRE","6959149.35","372181.78","-27.4853","-70.2938","INACTIVO","EJE CENTRAL","2870.4795223864","492510","0","738765","0","S/I","838","3/19/2012","S/I"
"476","CIA. CONTRACTUAL MINERA CANDELARIA","PLANTA SAN ESTEBAN","III","COPIAPO","TIERRA AMARILLA","SAN ESTEBAN 2","TRANQUE DE RELAVE","COBRE","6958736.60","372157.97","-27.4890","-70.2941","INACTIVO","S/I","3026.1958883597","283875","0","425812","0","258","838","3/19/2012","1/19/2004"
"477","CIA. MINERA CLARITA S.A.","MINAS Y PLANTA BELLAVISTA","V","SAN FELIPE","SAN FELIPE","EMBALSE DE RELAVES 3","EMBALSE","COBRE","6381511.97","332173.46","-32.6914","-70.7902","INACTIVO","EMBALSE","9056.5074781269","125000","0","187500","0","449","S/I","S/I","5/7/1996"
